bundesland,name_institution,traegerschaft_hochschulkompass,ort,name_ministerium,wikidate_id,einrichtungsart,oa_webseite_institution,oa_webseite,oa_beauftragte_name,oa_beauftragte,ansprechperson_oa,oa_policy,oa_leitlinie,publikationsfonds,publikationsfonds_finanizerung,zs_publikationsfonds,mono_publikationsfonds,repositorium_url,repositorium,oa_verlag,ojs_standort,berliner_erklaerung,oa_2020,dora_institution
Hessen,Hochschule für Gestaltung Offenbach,öffentlich-rechtlich,Offenbach,Hochschule für Gestaltung Offenbach am Main,Q1622179,Hochschule,,,,,Recherche fehlt,False,,False,,,,,,False,False,False,False,False
Hessen,Hochschule für Musik und Darstellende Kunst Frankfurt am Main,öffentlich-rechtlich,Frankfurt,Hochschule für Musik und Darstellende Kunst Frankfurt am Main,Q317796,Hochschule,,,,,Recherche fehlt,False,,False,,,,,,False,False,False,False,False
Hessen,Hessische Hochschule für Polizei und Verwaltung,öffentlich-rechtlich,Wiesbaden,Hessische Hochschule für Polizei und Verwaltung,Q1481465,Hochschule,,,,,Recherche fehlt,False,,False,,,,,,False,False,False,False,False
Hessen,Hochschule Geisenheim,öffentlich-rechtlich,Geisenheim,Hochschule Geisenheim,Q2718928,Hochschule,,,,,Recherche fehlt,False,,True,DFG-Kofinanziert,True,False,opus4.kobv.de/opus4-hs-geisenheim/home,True,False,False,False,False,False
Hessen,Hochschule RheinMain (Wiesbaden/Rüsselsheim),öffentlich-rechtlich,Wiesbaden,Hochschule RheinMain (Wiesbaden/Rüsselsheim),Q542415,Hochschule,,,,,Recherche fehlt,False,,False,,,,,,False,False,False,False,False
Hessen,Kunsthochschule Kassel an der Universität Kassel,öffentlich-rechtlich,Kassel,Kunsthochschule Kassel an der Universität Kassel,Q1792453,Hochschule,,,,,Recherche fehlt,False,,False,,,,,,False,False,False,False,False
Hessen,Hochschule der Polizei Rheinland-Pfalz,öffentlich-rechtlich,Hahn-Flughafen,Hochschule der Polizei Rheinland-Pfalz,Q21040613,Hochschule,,,,,Recherche fehlt,False,,False,,,,,,False,False,False,False,False
Hessen,Hochschule für Bildende Künste - Städelschule,öffentlich-rechtlich,Frankfurt,Hochschule für Bildende Künste - Städelschule,,Hochschule,,,,,,False,,False,,,,,,False,False,False,False,False
Hessen,Studienzentrum der Finanzverwaltung und Justiz in Rotenburg an der Fulda,öffentlich-rechtlich,Rotenburg,Studienzentrum der Finanzverwaltung und Justiz in Rotenburg an der Fulda,,Hochschule,,,,,Recherche fehlt,False,,False,,,,,,False,False,False,False,False
Hessen,Technische Hochschule Mittelhessen (Gießen/Friedberg),öffentlich-rechtlich,Gießen,Technische Hochschule Mittelhessen (Gießen/Friedberg),Q314684,Hochschule,www.thm.de/bibliothek/lehreplus/veroeffentlichen/open-access-und-publizieren,True,,,Recherche fehlt,False,,False,,,,,,False,False,False,False,False
Mecklenburg-Vorpommern,Hochschule Neubrandenburg,öffentlich-rechtlich,Neubrandenburg,Hochschule Neubrandenburg,Q1622130,Hochschule,www.hs-nb.de/bibliothek/hauptmenue/wissenschaftliche-services/publizieren/open-access-beratung/,True,Prof. Dr. sc. agr. Clemens Fuchs; Enrico Niemczewsky; Prof. Dr. rer. pol. Bernhard Langer; Prof. Dr. Andreas Speck ,True,,True,,True,,True,False,,,False,False,True,False,False
Mecklenburg-Vorpommern,"Fachhochschule für öffentliche Verwaltung, Polizei und Rechtspflege des Landes Mecklenburg-Vorpommern",öffentlich-rechtlich,Güstrow,,Q1391288,Hochschule,,,,,,,,,,,,,,False,False,False,False,False
Mecklenburg-Vorpommern,Hochschule für Musik und Theater Rostock,öffentlich-rechtlich,Rostock,Hochschule für Musik und Theather in Rostock,Q881130,Hochschule,,,,,,False,,False,,,,,,False,False,False,False,False
Mecklenburg-Vorpommern,Hochschule Stralsund,öffentlich-rechtlich,Stralsund,Hochschule Stralsund,Q1391231,Hochschule,,,,,,False,,False,,,,,,False,False,False,False,False
Mecklenburg-Vorpommern,Hochschule Wismar,öffentlich-rechtlich,Wismar,Hochschule Wismar,Q883036,Hochschule,,,,,,False,,False,,,,,,False,False,False,False,False
Niedersachsen,Hochschule Hannover,öffentlich-rechtlich,Hannover,Hochschule Hannover,Q224514,Hochschule,www.hs-hannover.de/ueber-uns/organisation/bibliothek/services/publizieren-an-der-hsh/,True,,,Recherche fehlt,True,,True,,True,False,www.repo.uni-hannover.de/,True,False,False,True,False,False
Niedersachsen,Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth,öffentlich-rechtlich,Wilhelmshaven,,Q982400,Hochschule,www.jade-hs.de/unsere-hochschule/organisation/zentrale-bereiche/hochschulbibliothek/services/forschen-und-publizieren/,True,Walburgis Fehners ,True,Walburgis Fehners ,False,,False,,,,opus.hs-osnabrueck.de/home,True,False,False,True,False,False
Niedersachsen,Hochschule für angewandte Wissenschaft und Kunst Hildesheim/Holzminden/Göttingen,öffentlich-rechtlich,Hildesheim,,Q1562772,Hochschule,Recherche fehlt,,Recherche fehlt,Recherche fehlt,Recherche fehlt,Recherche fehlt,Recherche fehlt,Recherche fehlt,Recherche fehlt,Recherche fehlt,Recherche fehlt,Recherche fehlt,Recherche fehlt,False,False,False,False,False
Niedersachsen,Hochschule für Bildende Künste Braunschweig,öffentlich-rechtlich,Braunschweig,,Q879216,Hochschule,www.hbk-bs.de/einrichtungen/bibliothek/online-publizieren/,True,,,Recherche fehlt,False,,False,,,,opus.hbk-bs.de/home,True,False,False,False,False,False
Niedersachsen,"Hochschule für Musik, Theater und Medien Hannover",öffentlich-rechtlich,Hannover,"Hochschule für Musik, Theater und Medien Hannover",Q455331,Hochschule,www.hmtm-hannover.de/de/studium/hochschulbibliothek/open-access/,True,,,Recherche fehlt,False,,False,,,,,,False,False,False,False,False
Niedersachsen,Norddeutsche Hochschule für Rechtspflege in Hildesheim,öffentlich-rechtlich,Hildesheim,Norddeutsche Hochschule für Rechtspflege in Hildesheim,Q1997776,Hochschule,,,,,Recherche fehlt,False,,False,,,,,,False,False,False,False,False
Niedersachsen,Hochschule Emden/Leer,öffentlich-rechtlich,Emden,Hochschule Emden/Leer,Q1622096,Hochschule,www.hs-emden-leer.de/hochschule/organisation/einrichtungen/campusdidaktik/informationen-zum-lehren-lernen?get=params&cHash=6ccd88516cebe42e8b48c40e1d66a161,True,,,Recherche fehlt,False,,False,,,,opus.hs-emden-leer.de/home,True,False,False,False,False,False
Niedersachsen,Hochschule Osnabrück,öffentlich-rechtlich,Osnabrück,Hochschule Osnabrück,Q1622135,Hochschule,www.ub.uni-osnabrueck.de/publizieren_archivieren/open_access.html,True,,,Recherche fehlt,False,,False,,,,opus.hs-osnabrueck.de/home,True,False,False,False,False,False
Niedersachsen,Kommunale Hochschule für Verwaltung in Niedersachsen (HSVN),öffentlich-rechtlich,Hannover,,,Hochschule,Recherche fehlt,Recherche fehlt,Recherche fehlt,Recherche fehlt,Recherche fehlt,Recherche fehlt,Recherche fehlt,Recherche fehlt,Recherche fehlt,Recherche fehlt,Recherche fehlt,Recherche fehlt,Recherche fehlt,False,False,False,False,False
Niedersachsen,Ostfalia Hochschule für angewandte Wissenschaften,öffentlich-rechtlich,Wolfenbüttel,Hochschule Ostfalia,Q2035460,Hochschule,www.ostfalia.de/cms/de/bib/publizieren/open-access/,True,,,Julia Wiesner,False,,False,,,,opus.ostfalia.de/home,True,False,False,False,False,False
Nordrhein-Westfalen,Deutsche Hochschule der Polizei Münster,öffentlich-rechtlich,Münster,Deutsche Hochschule der Polizei Münster,,Hochschule,,,,,,False,,False,,,,,,False,False,False,False,False
Nordrhein-Westfalen,Fachhochschule Aachen,öffentlich-rechtlich,Aachen,Fachhochschule Aachen,Q1388301,Hochschule,,,,,,False,,False,,,,opus.bibliothek.fh-aachen.de/opus4/home/,True,False,False,False,False,False
Nordrhein-Westfalen,Fachhochschule Bielefeld,öffentlich-rechtlich,Bielefeld,Fachhochschule Bielefeld,Q1391181,Hochschule,www.fh-bielefeld.de/open-access,True,,,Katharina Schulz,True,,True,DFG-Kofinanziert,True,False,in Zukunft www.fh-bielefeld.de/open-access/publikationsserver,True,False,False,False,False,False
Nordrhein-Westfalen,Fachhochschule Dortmund,öffentlich-rechtlich,Dortmund,Fachhochschule Dortmund,Q1324675,Hochschule,,,,,,False,,False,,,,opus.bsz-bw.de/fhdo/home,True,False,False,False,False,False
Nordrhein-Westfalen,Fachhochschule Münster,öffentlich-rechtlich,Münster,Fachhochschule Münster,Q554425,Hochschule,,,,,Dr. Bruno Klotz-Berendes,False,,False,,,,www.hb.fh-muenster.de/opus4/home,True,False,False,False,False,False
Nordrhein-Westfalen,Fachhochschule Südwestfalen,öffentlich-rechtlich,Iserlohn,Fachhochschule Südwestfalen,Q1259168,Hochschule,https://www.fh-swf.de/de/studierende/rund_ums_studium/bibliothek_1/publikationsdienstleistungen/publikationsdienstleistungen.php,True,,,,True,,True,Eigenmittel,,False,https://www.fh-swf.de/de/studierende/rund_ums_studium/bibliothek_1/publikationsdienstleistungen/publikationsdienstleistungen.php?accordion=publikationsserver#publikationsserver-anchor,True,False,False,False,False,False
Nordrhein-Westfalen,Fachhochschule für Finanzen Nordrhein-Westfalen,öffentlich-rechtlich,Nordkirchen,,Q1365807,Hochschule,,,,,,False,,,,,,,,False,False,False,False,False
Nordrhein-Westfalen,Fachhochschule für Rechtspflege Nordrhein-Westfalen,öffentlich-rechtlich,Bad Münstereifel,Fachhochschule für Rechtspflege in NRW,Q1391267,Hochschule,,,,,,False,,False,,,,,,False,False,False,False,False
Nordrhein-Westfalen,"Hochschule für Finanzen, Nordrhein-Westfalen",öffentlich-rechtlich,Düsseldorf,"Hochschule für Finanzen, Nordrhein-Westfalen",Q1365807,Hochschule,,,,,,False,,False,,,,,,False,False,False,False,False
Nordrhein-Westfalen,Folkwang Universität der Künste,öffentlich-rechtlich,Essen,,Q521612,Hochschule,,,,,,False,,False,,,,,,False,False,False,False,False
Nordrhein-Westfalen,Folkwang in Bochum,öffentlich-rechtlich,Essen,Folkwang in Bochum,Q521612,Hochschule,,,,,,False,,False,,,,,,False,False,False,False,False
Nordrhein-Westfalen,Hochschule Bonn-Rhein-Sieg,öffentlich-rechtlich,Sankt Augustin,Hochschule Bonn-Rhein-Sieg,Q1622083,Hochschule,www.h-brs.de/de,True,,,Recherche fehlt,False,,False,,,,pub.h-brs.de/home,True,False,False,False,False,False
Nordrhein-Westfalen,Hochschule für Musik Detmold,öffentlich-rechtlich,Detmold,Hochschule für Musik Detmold,Q317855,Hochschule,,,,,,False,,False,,,,http://opus.hfm-detmold.de/,True,False,False,False,False,False
Nordrhein-Westfalen,Hochschule für Musik und Tanz Köln,öffentlich-rechtlich,Köln,Hochschule für Musik und Tanz Köln,Q55021,Hochschule,,,,,,False,,False,,,,,,False,False,False,False,False
Nordrhein-Westfalen,Hochschule Bochum,öffentlich-rechtlich,Bochum,Hochschule Bochum,Q1622078,Hochschule,,,,,,False,,False,,,,repositorium.hs-ruhrwest.de/home,True,False,False,False,False,False
Nordrhein-Westfalen,Hochschule Rhein-Waal,öffentlich-rechtlich,Kleve,Hochschule Rhein-Waal,Q1622138,Hochschule,www.hochschule-rhein-waal.de/de/hochschule/einrichtungen/bibliothek/publikation/open-access,True,,,Stefan Grün,False,,False,,,,opus4.kobv.de/opus4-rhein-waal/home,True,False,False,False,False,False
Nordrhein-Westfalen,Hochschule Ruhr West,öffentlich-rechtlich,Mülheim,Hochschule Ruhr West,Q1622141,Hochschule,,,,,,False,,False,,,,repositorium.hs-ruhrwest.de/home,True,False,False,False,False,False
Nordrhein-Westfalen,Hochschule Düsseldorf,öffentlich-rechtlich,Düsseldorf,Hochschule Düsseldorf,Q322886,Hochschule,bib.hs-duesseldorf.de/forschung/openaccess,True,,,Kathrin Oeaser,False,,False,,,,opus4.kobv.de/opus4-hs-duesseldorf/home,True,False,False,False,False,False
Nordrhein-Westfalen,Hochschule für Gesundheit,öffentlich-rechtlich,Bochum,Hochschule für Gesundheit,Q1622183,Hochschule,,,,,,False,,False,,,,,,False,False,False,False,False
Nordrhein-Westfalen,Hochschule Niederrhein,öffentlich-rechtlich,Krefeld,Hochschule Niederrhein,Q1318081,Hochschule,,,,,,False,,False,,,,,,False,False,False,False,False
Nordrhein-Westfalen,Hochschule des Bundes für öffentliche Verwaltung,öffentlich-rechtlich,Brühl,Hochschule des Bundes für öffentliche Verwaltung,Q1391252,Hochschule,,,,,,False,,False,,,,opus-hslb.bsz-bw.de/home,True,False,False,False,False,False
Nordrhein-Westfalen,Hochschule Hamm-Lippstadt,öffentlich-rechtlich,Hamm,Hochschule Hamm-Lippstadt,Q1505130,Hochschule,,,,,,False,,False,,,,,,False,False,False,False,False
Nordrhein-Westfalen,Kunsthochschule für Medien Köln,öffentlich-rechtlich,Köln,Kunsthochschule der Medien Köln,Q827038,Hochschule,,,,,,False,,False,,,,e-publications.khm.de/home,True,False,False,False,False,False
Nordrhein-Westfalen,Kunstakademie Düsseldorf,öffentlich-rechtlich,Düsseldorf,Kunstakademie Düsseldorf,Q662355,Hochschule,,,,,,False,,False,,,,,,False,False,False,False,False
Nordrhein-Westfalen,Kunstakademie Münster / Hochschule für Bildende Künste,öffentlich-rechtlich,Münster,Kunstakademie Münster,,Hochschule,,,,,,False,,False,,,,,,False,False,False,False,False
Nordrhein-Westfalen,Robert-Schumann-Hochschule Düsseldorf,öffentlich-rechtlich,Düsseldorf,Robert-Schumann-Hochschule Düsseldorf,Q315238,Hochschule,,,,,,False,,False,,,,,,False,False,False,False,False
Nordrhein-Westfalen,Technische Hochschule Bingen,öffentlich-rechtlich,Bingen,Technische Hochschule Bingen,Q878170,Hochschule,,,,,,False,,False,,,,,,False,False,False,False,False
Nordrhein-Westfalen,Technische Hochschule Köln,öffentlich-rechtlich,Köln,Technische Hochschule Köln,Q54166,Hochschule,www.th-koeln.de/hochschulbibliothek/open-access-an-der-th-koeln_60612.php,True,,,Kerstin Klein,True,,False,,,,http://epb.bibl.th-koeln.de/,True,False,False,False,False,False
Nordrhein-Westfalen,Technische Hochschule Ostwestfalen-Lippe,öffentlich-rechtlich,Lemgo,Technische Hochschule Ostwestfalen-Lippe,Q895634,Hochschule,www.th-owl.de/skim/dokumentation/publizieren/open-access/,True,,,,False,,False,,,,www.th-owl.de/skim/opus/home,True,False,False,False,False,False
Nordrhein-Westfalen,Westfälische Hochschule Gelsenkirchen Bocholt Recklinghausen,öffentlich-rechtlich,Gelsenkirchen,,Q2565230,Hochschule,https://www.w-hs.de/bibliothek/bibliotheksdienste/publizieren-an-der-hochschule/,True,,,,False,,True,Eigenmittel,True,,https://whge.opus.hbz-nrw.de/,True,False,False,False,False,False
Rheinland-Pfalz,Hochschule Kaiserslautern,öffentlich-rechtlich,Kaiserslautern,Hochschule Kaiserslautern,Q1391198,Hochschule,,,,,Recherche fehlt,False,,False,,,,kluedo.ub.uni-kl.de/home,True,False,False,True,False,False
Rheinland-Pfalz,Hochschule der Deutschen Bundesbank Hachenburg,öffentlich-rechtlich,Hachenburg,,Q1622151,Hochschule,Recherche fehlt,Recherche fehlt,Recherche fehlt,Recherche fehlt,Recherche fehlt,Recherche fehlt,Recherche fehlt,Recherche fehlt,Recherche fehlt,Recherche fehlt,Recherche fehlt,Recherche fehlt,Recherche fehlt,False,False,False,False,False
Rheinland-Pfalz,Hochschule Trier,öffentlich-rechtlich,Trier,Hochschule Trier,Q896546,Hochschule,,,,,Recherche fehlt,False,,False,,,,,,False,False,False,False,False
Rheinland-Pfalz,Hochschule für öffentliche Verwaltung Rheinland-Pfalz,öffentlich-rechtlich,Mayen,Hochschule für öffentliche Verwaltung Rheinland-Pfalz,Q1391292,Hochschule,,,,,Recherche fehlt,False,,False,,,,,,False,False,False,False,False
Rheinland-Pfalz,Hochschule Koblenz,öffentlich-rechtlich,Koblenz,Hochschule Koblenz,Q1622117,Hochschule,,,,,Recherche fehlt,False,,False,,,,opus4.kobv.de/opus4-hs-koblenz/home,True,False,False,False,False,False
Rheinland-Pfalz,Hochschule Mainz,öffentlich-rechtlich,Mainz,Hochschule Mainz,Q459724,Hochschule,,,,,Recherche fehlt,False,,False,,,,,,False,False,False,False,False
Rheinland-Pfalz,Hochschule Worms,öffentlich-rechtlich,Worms,Hochschule Worms,Q1391239,Hochschule,,,,,Recherche fehlt,False,,False,,,,,,False,False,False,False,False
Rheinland-Pfalz,Hochschule für Wirtschaft und Gesellschaft Ludwigshafen,öffentlich-rechtlich,Ludwigshafen,Hochschule für Wirtschaft und Gesellschaft Ludwigshafen,Q1622125,Hochschule,,,,,Recherche fehlt,False,,False,,,,,,False,False,False,False,False
Rheinland-Pfalz,Kunsthochschule Mainz,öffentlich-rechtlich,Mainz,Kunsthochschule Mainz,Q1792452,Hochschule,,,,,Recherche fehlt,False,,False,,,,,,False,False,False,False,False
Rheinland-Pfalz,Hochschule für Finanzen Rheinland-Pfalz,öffentlich-rechtlich,Edenkoben,Hochschule für Finanzen Rheinland-Pfalz,,Hochschule,,,,,Recherche fehlt,False,,False,,,,,,False,False,False,False,False
Rheinland-Pfalz,Hochschule für Musik Mainz,öffentlich-rechtlich,Mainz,Hochschule für Musik Mainz,Q1622203,Hochschule,,,,,Recherche fehlt,False,,False,,,,,,False,False,False,False,False
Saarland,Hochschule für Technik und Wirtschaft des Saarlandes,öffentlich-rechtlich,Saarbrücken,Hochschule für Technik und Wirtschaft des Saarlandes,Q884111,Hochschule,,,,,,False,,False,,,,,,False,False,True,False,False
Saarland,Hochschule der Bildenden Künste Saar,öffentlich-rechtlich,Saarbrücken,Hochschule für Bildende Künste Saar,Q1622149,Hochschule,,,,,,False,,,,,,,,False,False,False,False,False
Saarland,Hochschule für Musik Saar,öffentlich-rechtlich,Saarbrücken,Hochschule für Musik Saar,Q1487242,Hochschule,,,,,,False,,False,,,,,,False,False,False,False,False
Saarland,Fachhochschule für Verwaltung des Saarlandes,öffentlich-rechtlich,Quierschied,,Q1391274,Hochschule,,,,,,,,,,,,,,False,False,False,False,False
Sachsen,Hochschule für Grafik und Buchkunst Leipzig,öffentlich-rechtlich,Leipzig,,Q315175,Hochschule,,,,,,,,,,,,https://www.hgb-leipzig.de/einrichtungen/bibliothek/qucosa/,True,False,False,False,False,False
Sachsen,Hochschule für Technik und Wirtschaft Dresden (HTW),öffentlich-rechtlich,Dresden,,Q1622222,Hochschule,https://www.htw-dresden.de/oa,True,,,Elfi Hesse,True,,True,DFG-Kofinanziert,True,False,http://htw-dresden.qucosa.de/,True,False,False,True,False,False
Sachsen,"Hochschule für Technik, Wirtschaft und Kultur Leipzig (HTWK)",öffentlich-rechtlich,Leipzig,,Q1622216,Hochschule,https://bibliothek.htwk-leipzig.de/publizieren/open-access/,True,Astrid Schiemichen,True,Astrid Schiemichen,False,https://www.htwk-leipzig.de/fileadmin/portal/intranet/HTWK/intern/6_Strategien_und_Prozesse/Konzepte_und_Strategien/2019_Open-Science-Leitlinie.pdf,True,Eigenmittel,True,True,https://htwk-leipzig.qucosa.de/,True,True,False,True,False,False
Sachsen,Fachhochschule Dresden (FHD),öffentlich-rechtlich,Dresden,,Q1391187,Hochschule,,,,,,,,,,,,,,False,False,False,False,False
Sachsen,Westsächsische Hochschule Zwickau,öffentlich-rechtlich,Zwickau,,Q884503,Hochschule,,,,,,,,,,,,https://www.fh-zwickau.de/bib/libdoc/,True,False,False,False,False,False
Sachsen,Hochschule für Bildende Künste Dresden,öffentlich-rechtlich,Dresden,,Q464752,Hochschule,Recherche fehlt,Recherche fehlt,Recherche fehlt,Recherche fehlt,,Recherche fehlt,Recherche fehlt,Recherche fehlt,Recherche fehlt,Recherche fehlt,Recherche fehlt,Recherche fehlt,Recherche fehlt,False,False,False,False,False
Sachsen,Hochschule für Musik Carl Maria von Weber Dresden,öffentlich-rechtlich,Dresden,,Q468181,Hochschule,,,,,,,,,,,,https://diu.qucosa.de/,True,False,False,False,False,False
Sachsen,Hochschule für Musik und Theater Felix Mendelssohn Bartholdy Leipzig,öffentlich-rechtlich,Leipzig,,Q312578,Hochschule,,,,,,,,,,,,https://www.hmt-leipzig.de/hmt/bibliothek/elektronisches-publizieren,True,False,False,False,False,False
Sachsen,"Hochschule Mittweida, University of Applied Sciences",öffentlich-rechtlich,Mittweida,,Q202952,Hochschule,https://www.hsb.hs-mittweida.de/open-access/,True,,,,,https://www.hsb.hs-mittweida.de/index.php?eID=tx_nawsecuredl&u=0&g=0&t=1625441011&hash=d87b56b93e10e59531a6caf613166d5525c7baa7&file=fileadmin/verzeichnisfreigaben/hsb/dokumente/OA_Leitlinien.pdf,,,,,http://hsmw.bsz-bw.de/,True,False,False,False,False,False
Sachsen,Hochschule für öffentliche Verwaltung und Rechtspflege und Fortbildungszentrum des Freistaates Sachsen (FHSV-FoBiZ),öffentlich-rechtlich,Meißen,,,Hochschule,,,,,,,,,,,,https://opus.bsz-bw.de/hsf,True,False,False,False,False,False
Sachsen,Hochschule Zittau/Görlitz,öffentlich-rechtlich,Zittau,,Q1622147,Hochschule,,,,,,,,,,,,,,False,False,False,False,False
Sachsen,Palucca Hochschule für Tanz Dresden,öffentlich-rechtlich,Dresden,,Q2048456,Hochschule,,,,,,,,,,,,,,False,False,False,False,False
Sachsen,Hochschule der Sächsischen Polizei (FH),öffentlich-rechtlich,Rothenburg,,Q1509323,Hochschule,,,,,,,,,,,,,,False,False,False,False,False
Sachsen-Anhalt,Hochschule Anhalt,öffentlich-rechtlich,Köthen,Hochschule Anhalt,Q1622074,Hochschule,www.hs-anhalt.de/hochschule-anhalt/einrichtungen/bibliothek/publizieren.html,True,,,,False,True,False,,,,opendata.uni-halle.de/,True,False,False,True,False,False
Sachsen-Anhalt,Fachhochschule Polizei Sachsen-Anhalt,öffentlich-rechtlich,Aschersleben,,Q1391214,Hochschule,,,,,,False,,False,,,,,,False,False,False,False,False
Sachsen-Anhalt,Burg Giebichenstein Kunsthochschule Halle,öffentlich-rechtlich,Halle,Burg Giebichenstein Kunsthochschule Halle,Q1011953,Hochschule,,,,,Petra Runge,False,,False,,,,opendata.uni-halle.de/,True,False,False,False,False,False
Sachsen-Anhalt,Hochschule Harz,öffentlich-rechtlich,Wernigerode,Hochschule Harz,Q1622105,Hochschule,,,,,Nadine Siesing,False,,False,,,,opendata.uni-halle.de/,True,False,False,False,False,False
Sachsen-Anhalt,Hochschule Magdeburg-Stendal,öffentlich-rechtlich,Magdeburg,Hochschule Magdeburg-Stendal,Q1622123,Hochschule,,,,,Uta Baierl,False,,False,,,,opendata.uni-halle.de/,True,False,False,False,False,False
Sachsen-Anhalt,Hochschule Merseburg,öffentlich-rechtlich,Merseburg,Hochschule Merseburg,Q1622126,Hochschule,,,,,Nadja Krauledat,False,,False,,,,opendata.uni-halle.de/,True,False,False,False,False,False
Schleswig-Holstein,Muthesius-Kunsthochschule Kiel,öffentlich-rechtlich,Kiel,Muthesius Kunsthochschule,Q1305888,Hochschule,,,,,,False,,True,Landeskofinanziert,True,False,,,False,False,False,False,False
Schleswig-Holstein,Fachhochschule Kiel,öffentlich-rechtlich,Kiel,Fachhochschule Kiel,Q1391201,Hochschule,,,,,Andreas Jennis,True,,True,Landeskofinanziert,True,False,,,False,False,False,False,False
Schleswig-Holstein,Fachhochschule Westküste,öffentlich-rechtlich,Heide,Fachhochschule Westküste,Q1391235,Hochschule,,,Prof. Dr. Tim Gruchmann,True,Katja Schomburg Veröffentlichung,False,,True,Landeskofinanziert,True,False,,,False,False,False,False,False
Schleswig-Holstein,Fachhochschule für Verwaltung und Dienstleistung Altenholz,öffentlich-rechtlich,Altenholz,Fachhochschule für Verwaltung und Dienstleistung,Q1391272,Hochschule,,,,,,False,,False,,,,,,False,False,False,False,False
Schleswig-Holstein,Hochschule Flensburg,öffentlich-rechtlich,Flensburg,Hochschule Flensburg,Q328274,Hochschule,www.zhb-flensburg.de/suchen-finden/e-medien-datenbanken/open-access/,True,,,Dipl.-Bibl. Andreas Ruß,True,,True,Landeskofinanziert,True,False,,,False,False,False,False,False
Schleswig-Holstein,Musikhochschule Lübeck,öffentlich-rechtlich,Lübeck,Musikhochschule Lübeck,Q513622,Hochschule,,,,,Torsten Senkbeil,False,,True,Landeskofinanziert,True,False,,,False,False,False,False,False
Schleswig-Holstein,Technische Hochschule Lübeck,öffentlich-rechtlich,Lübeck,Technische Hochschule Lübeck,Q1391202,Hochschule,,,Prof. Henrik Botterweck,True,,False,,True,Landeskofinanziert,True,False,,,False,False,False,False,False
Thüringen,Duale Hochschule Gera-Eisenach,öffentlich-rechtlich,Gera,Duale Hochschule Gera-Eisenach,Q27973252,Hochschule,https://www.dhge.de/DHGE.html,True,,,,False,,False,,,,,,False,False,False,False,False
Thüringen,Ernst-Abbe-Hochschule Jena,öffentlich-rechtlich,Jena,Ernst-Abbe-Hochschule Jena,Q1356982,Hochschule,,,,,,False,,False,,,,www.db-thueringen.de/content/index.xml,True,False,False,False,False,False
Thüringen,Fachhochschule Erfurt,öffentlich-rechtlich,Erfurt,Fachhochschule Erfurt,Q1391189,Hochschule,,,,,,False,,False,,,,,,False,False,False,False,False
Thüringen,Hochschule für Musik Franz Liszt Weimar,öffentlich-rechtlich,Weimar,Hochschule für Musik FRANZ LISZT Weimar,Q536163,Hochschule,,,,,,False,,False,,,,,,False,False,False,False,False
Thüringen,Hochschule Nordhausen,öffentlich-rechtlich,Nordhausen,Hochschule Nordhausen,Q1391209,Hochschule,,,,,,False,,False,,,,,,False,False,False,False,False
Thüringen,Hochschule Schmalkalden,öffentlich-rechtlich,Schmalkalden,Hochschule Schmalkalden,Q30293667,Hochschule,,,,,,False,,False,,,,,,False,False,False,False,False
Thüringen,Thüringer Verwaltungsfachhochschule,öffentlich-rechtlich,Gotha,,,Hochschule,,,,,,Recherche fehlt,Recherche fehlt,Recherche fehlt,Recherche fehlt,Recherche fehlt,Recherche fehlt,Recherche fehlt,Recherche fehlt,False,False,False,False,False
